1,3.81649e-05
2,1.52686e-06
3,9.94591e-05
4,0.000149297
5,8.94539e-09
6,5.43539e-05
7,0.000100071
8,0.000147695
9,0.000156069
10,7.87068e-05
11,6.23068e-06
12,3.07437e-05
13,0.00015193
14,0.000187317
15,9.89715e-06
16,0.000307592
17,8.82212e-05
18,4.45198e-06
19,2.39801e-07
20,1.74678e-06
21,5.80097e-06
22,1.98273e-06
23,5.59052e-06
24,4.19723e-06
25,3.59675e-06
26,3.3526e-06
27,3.18142e-06
28,2.96746e-06
29,2.73283e-06
30,2.50488e-06
31,2.27973e-06
32,2.06451e-06
33,1.86832e-06
34,1.67337e-06
35,1.50474e-06
36,1.33796e-06
37,1.18918e-06
38,1.05158e-06
39,9.25162e-07
40,8.09375e-07
41,7.02511e-07
42,6.04308e-07
43,5.18572e-07
44,4.40017e-07
45,3.67339e-07
46,3.00183e-07
47,2.44205e-07
48,1.97962e-07
49,1.53599e-07
50,1.17588e-07
51,8.48631e-08
52,5.85982e-08
53,3.70921e-08
54,1.92861e-08
55,7.29168e-09
56,7.52502e-10
57,1.3958e-09
58,1.11697e-08
59,3.32185e-08
60,6.55384e-08
61,1.11707e-07
62,1.70503e-07
63,2.53642e-07
64,3.78603e-07
65,5.41952e-07
66,7.65945e-07
67,1.03385e-06
68,1.36818e-06
69,1.76176e-06
70,2.21064e-06
71,2.68717e-06
72,3.33377e-06
73,4.2448e-06
74,5.1432e-06
75,5.80664e-06
76,6.19913e-06
77,6.3609e-06
78,6.31701e-06
79,6.10097e-06
80,5.74549e-06
81,5.27873e-06
82,4.67966e-06
83,3.98672e-06
84,3.21525e-06
85,2.41629e-06
86,1.68078e-06
87,1.04731e-06
88,5.44035e-07
89,1.96526e-07
90,2.13089e-08
91,2.55499e-08
92,2.21696e-07
93,6.10919e-07
94,1.19587e-06
95,1.97279e-06
96,2.93508e-06
97,4.08599e-06
98,5.34591e-06
99,6.77244e-06
100,8.34978e-06
101,9.98162e-06
102,1.17138e-05
103,1.35255e-05
104,1.52974e-05
105,1.71218e-05
106,1.8938e-05
107,2.06997e-05
108,2.24838e-05
109,2.42071e-05
110,2.585e-05
111,2.74332e-05
112,2.89822e-05
113,3.0428e-05
114,3.17229e-05
115,3.28879e-05
116,3.38789e-05
117,3.45432e-05
118,3.48735e-05
119,3.46624e-05
120,3.37775e-05
121,3.20956e-05
122,2.95302e-05
123,2.61889e-05
124,2.24593e-05
125,1.88029e-05
126,1.55398e-05
127,1.27519e-05
128,1.04287e-05
129,8.50573e-06
130,6.91172e-06
131,5.60948e-06
132,4.51283e-06
133,3.57088e-06
134,2.7892e-06
135,2.12246e-06
136,1.55427e-06
137,1.08372e-06
138,6.95812e-07
139,4.0241e-07
140,1.85989e-07
141,5.2169e-08
142,5.0553e-10
143,3.23652e-08
144,1.49954e-07
145,3.54078e-07
146,6.50257e-07
147,1.02667e-06
148,1.49731e-06
149,2.01079e-06
150,2.59452e-06
151,3.18911e-06
152,3.77967e-06
153,4.30912e-06
154,4.72872e-06
155,5.00837e-06
156,5.11971e-06
157,5.07079e-06
158,4.91287e-06
159,4.68068e-06
160,4.43821e-06
161,4.21863e-06
162,4.0235e-06
163,3.86071e-06
164,3.72399e-06
165,3.62374e-06
166,3.54612e-06
167,3.4922e-06
168,3.46495e-06
169,3.44218e-06
170,3.45006e-06
171,3.4632e-06
172,3.49484e-06
173,3.54523e-06
174,3.60403e-06
175,3.68228e-06
176,3.787e-06
177,3.91367e-06
178,4.09565e-06
179,4.37293e-06
180,4.7873e-06
181,5.36897e-06
182,6.02092e-06
183,6.58387e-06
184,7.04634e-06
185,7.44972e-06
186,7.86037e-06
187,8.24951e-06
188,8.67025e-06
189,9.05743e-06
190,9.44437e-06
191,9.77449e-06
192,1.00325e-05
193,1.01298e-05
194,1.004e-05
195,9.70243e-06
196,9.22125e-06
197,8.65915e-06
198,8.07317e-06
199,7.59447e-06
200,7.17829e-06
201,6.83161e-06
202,6.54042e-06
203,6.22614e-06
204,5.93222e-06
205,5.58733e-06
206,5.22689e-06
207,4.79349e-06
208,4.28372e-06
209,3.69857e-06
210,3.06578e-06
211,2.41189e-06
212,1.84721e-06
213,1.42329e-06
214,1.16624e-06
215,9.92584e-07
216,8.66363e-07
217,7.08107e-07
218,5.90881e-07
219,5.66507e-07
220,4.62855e-07
221,4.23343e-07
222,3.47381e-07
223,3.27133e-07
224,2.69791e-07
225,2.64191e-07
226,2.45404e-07
227,2.35012e-07
228,2.52457e-07
229,2.67837e-07
230,2.74462e-07
231,3.13268e-07
232,3.48492e-07
233,3.71102e-07
234,4.18757e-07
235,4.385e-07
236,4.36007e-07
237,4.15409e-07
238,3.82964e-07
239,3.88231e-07
240,4.48857e-07
241,5.88348e-07
242,9.31582e-07
243,1.79759e-06
244,4.82553e-06
245,5.05594e-06
246,6.65297e-06
247,6.87108e-06
248,6.88714e-06
249,7.10525e-06
250,5.75792e-06
251,6.8649e-06
252,6.0163e-06
253,6.70046e-06
254,6.35615e-06
255,5.6959e-06
256,5.31886e-06
257,3.50806e-06
258,2.26846e-06
259,7.49223e-06
260,9.6131e-06
261,1.7743e-06
262,1.20437e-05
263,2.04299e-06
264,1.48986e-05
265,2.36166e-06
266,3.51513e-06
267,1.20225e-05
268,2.20644e-06
269,3.55855e-06
270,6.4851e-06
271,1.14242e-07
272,8.51829e-06
273,3.00644e-08
274,6.90694e-06
275,2.32247e-07
276,6.55247e-06
277,1.7067e-07
278,6.55127e-06
279,1.12158e-07
280,6.65115e-06
281,2.74286e-08
282,6.90942e-06
283,3.80051e-08
284,6.85811e-06
285,1.29217e-09
286,7.33697e-06
287,3.30777e-08
288,6.8822e-06
289,2.06039e-07
290,8.89929e-06
291,8.1485e-08
292,8.71262e-06
293,1.23169e-07
294,8.41409e-06
295,1.45606e-07
296,8.36836e-06
297,2.22505e-07
298,8.60999e-06
299,3.85008e-07
300,9.2141e-06
301,9.30673e-07
302,1.12297e-05
303,1.43286e-06
304,1.34877e-05
305,6.52596e-06
306,1.54365e-07
307,1.16842e-05
308,1.30849e-06
309,1.38027e-05
310,1.0525e-05
311,2.40378e-07
312,5.17531e-06
313,3.29217e-06
314,9.16624e-06
315,4.77394e-07
316,7.1518e-06
317,4.17339e-08
318,1.10645e-05
319,1.15077e-06
320,4.33606e-06
321,5.87783e-06
322,1.10472e-05
323,2.57104e-06
324,5.75622e-06
325,1.19377e-05
326,1.03894e-05
327,6.64008e-07
328,5.19408e-06
329,6.6626e-07
330,8.49355e-06
331,2.94165e-06
332,8.15774e-06
333,1.45978e-06
334,8.70358e-06
335,1.32254e-06
336,1.02132e-05
337,9.07445e-06
338,9.24319e-07
339,1.78404e-06
340,2.49269e-06
341,1.09725e-06
342,5.37935e-06
343,6.66696e-06
344,7.17261e-06
345,2.58807e-06
346,1.57972e-06
347,5.64764e-06
348,4.23461e-06
349,4.90048e-08
350,4.73846e-06
351,7.72423e-06
352,1.09075e-05
353,9.51765e-06
354,1.18079e-06
355,1.2315e-06
356,8.02571e-06
357,3.45006e-06
358,8.59272e-06
359,7.74782e-06
360,1.74438e-08
361,5.2463e-06
362,6.7475e-06
363,8.04307e-06
364,8.21504e-06
365,8.69732e-06
366,7.91794e-06
367,3.17524e-06
368,7.87887e-06
369,5.02368e-06
370,9.39231e-06
371,8.2705e-06
372,5.5673e-06
373,8.03439e-06
374,9.5482e-06
375,8.32208e-06
376,9.24631e-06
377,9.40387e-06
378,7.96043e-06
379,6.72365e-06
380,4.89304e-06
381,1.01718e-05
382,8.65846e-06
383,8.18131e-06
384,8.36495e-06
385,8.21369e-06
386,8.3452e-06
387,9.93054e-07
388,1.60678e-06
389,8.19074e-06
390,8.96548e-06
391,8.71123e-06
392,1.17312e-06
393,1.06425e-06
394,8.04107e-06
395,8.96266e-06
396,9.14058e-06
397,9.73402e-06
398,7.58343e-06
399,5.84019e-07
400,1.57232e-06
401,1.14068e-06
402,2.40714e-06
403,5.91616e-06
404,6.08236e-06
405,7.63738e-06
406,6.74468e-09
407,1.32526e-06
408,5.38919e-06
409,5.61131e-06
410,7.74519e-06
411,6.40793e-06
412,4.89357e-06
413,7.55426e-06
414,6.71571e-06
415,1.26334e-06
416,5.21827e-06
417,6.63111e-06
418,7.40413e-06
419,8.76625e-06
420,9.31665e-06
421,6.80454e-06
422,3.78471e-06
423,7.84518e-06
424,9.10429e-06
425,7.07075e-06
426,5.33246e-06
427,7.76882e-06
428,7.27139e-06
429,5.49748e-06
430,7.7984e-06
431,6.26441e-06
432,3.02303e-06
433,6.74261e-06
